               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.13122,            0.025977,            0.044084,                   0,                   0,                   0,                   0,              0.1232,            0.026081,             0.04375,            0.070882,           0.0032353,           0.0032353
                   1,             0.12824,            0.024575,            0.043532,                   0,                   0,                   0,                   0,             0.12211,             0.02565,            0.043576,            0.040861,            0.006547,            0.006547
                   2,               0.128,            0.023386,            0.043364,          6.8842e-05,            0.058824,          4.6229e-05,          5.5558e-06,              0.1213,            0.025483,            0.043416,            0.010817,           0.0098366,           0.0098366
                   3,              0.1279,            0.021872,            0.042721,          0.00014544,             0.02165,          7.6469e-05,          2.1376e-05,             0.14027,            0.017826,            0.063272,            0.009901,            0.009901,            0.009901
                   4,             0.12774,            0.022574,            0.042358,                   0,                   0,                   0,                   0,             0.16482,            0.010666,              0.1731,            0.009901,            0.009901,            0.009901
                   5,             0.12742,            0.022465,            0.042148,                   0,                   0,                   0,                   0,             0.15973,           0.0082402,             0.14866,            0.009868,            0.009868,            0.009868
                   6,             0.12639,            0.021953,            0.041852,                   0,                   0,                   0,                   0,             0.15403,            0.007695,            0.071565,            0.009835,            0.009835,            0.009835
                   7,              0.1257,             0.02049,            0.040679,                   0,                   0,                   0,                   0,             0.15351,           0.0066283,            0.072104,            0.009802,            0.009802,            0.009802
                   8,             0.12384,            0.020205,            0.040227,                   0,                   0,                   0,                   0,             0.14959,           0.0076828,            0.056658,            0.009769,            0.009769,            0.009769
                   9,             0.12472,            0.018929,            0.039611,                   0,                   0,                   0,                   0,             0.14906,           0.0079798,            0.056813,            0.009736,            0.009736,            0.009736
                  10,             0.12295,            0.019776,            0.039199,          0.00033625,            0.027778,          0.00032892,          6.0052e-05,             0.14001,            0.010836,            0.048654,            0.009703,            0.009703,            0.009703
                  11,             0.12227,            0.020003,              0.0382,           3.594e-05,            0.014706,          2.0782e-05,          2.0782e-06,             0.12054,            0.017288,            0.041019,             0.00967,             0.00967,             0.00967
                  12,             0.12276,            0.018192,            0.036838,          0.00011216,           0.0069444,          5.9296e-05,          5.9296e-06,             0.11686,            0.018824,            0.042399,            0.009637,            0.009637,            0.009637
                  13,             0.12184,            0.018252,            0.035917,          6.0643e-05,            0.029412,          3.4085e-05,          6.8171e-06,             0.11588,            0.018957,            0.042602,            0.009604,            0.009604,            0.009604
                  14,             0.12206,            0.016707,            0.035594,          5.4603e-05,            0.029412,          3.0522e-05,          6.1044e-06,             0.11665,            0.018627,            0.043759,            0.009571,            0.009571,            0.009571
                  15,             0.12179,            0.017147,            0.035415,          2.9586e-05,            0.014706,          1.5666e-05,          3.1332e-06,             0.11758,            0.018428,            0.045507,            0.009538,            0.009538,            0.009538
                  16,             0.12167,            0.017363,            0.035885,          0.00029651,             0.12459,          0.00019248,          2.8552e-05,               0.118,            0.018036,            0.045878,            0.009505,            0.009505,            0.009505
                  17,             0.12021,            0.017118,            0.035305,          0.00013654,            0.073529,          0.00010087,          1.8611e-05,             0.11862,            0.017618,            0.046247,            0.009472,            0.009472,            0.009472
                  18,             0.12121,            0.017162,            0.034833,          0.00029773,             0.10212,          0.00018308,          2.8344e-05,             0.11736,            0.017671,            0.045066,            0.009439,            0.009439,            0.009439
                  19,             0.11895,            0.016935,            0.034049,          0.00051069,             0.14461,          0.00035874,          6.2247e-05,             0.11434,            0.018483,            0.042765,            0.009406,            0.009406,            0.009406
                  20,             0.11857,            0.017187,            0.034342,          0.00070756,             0.12827,          0.00050575,          7.2452e-05,             0.11303,            0.018891,            0.042947,            0.009373,            0.009373,            0.009373
                  21,             0.11921,            0.016711,             0.03374,          0.00014013,            0.073529,          9.2492e-05,          1.5862e-05,             0.11521,            0.018283,            0.046975,             0.00934,             0.00934,             0.00934
                  22,             0.11691,            0.016765,            0.032855,          0.00016128,            0.051062,          0.00086015,          0.00017339,             0.11147,            0.019406,            0.044745,            0.009307,            0.009307,            0.009307
                  23,             0.11568,            0.018503,             0.03234,          0.00067363,             0.14461,           0.0025244,          0.00042895,             0.10955,            0.020037,            0.043096,            0.009274,            0.009274,            0.009274
                  24,             0.11508,             0.01869,             0.03237,          0.00048897,             0.12296,          0.00058185,          0.00010509,              0.1089,            0.019987,            0.043372,            0.009241,            0.009241,            0.009241
                  25,             0.11392,            0.018348,            0.031573,          0.00081684,             0.16462,          0.00070504,          0.00016857,             0.10631,            0.021167,            0.041575,            0.009208,            0.009208,            0.009208
                  26,             0.11132,            0.019433,            0.031897,          0.00034924,             0.10131,          0.00031231,          7.6286e-05,             0.10978,            0.019646,            0.043597,            0.009175,            0.009175,            0.009175
                  27,              0.1096,            0.019752,            0.031494,          0.00078617,             0.15686,          0.00058418,          0.00016782,             0.10806,            0.019894,            0.042853,            0.009142,            0.009142,            0.009142
                  28,              0.1107,            0.018692,             0.03113,           0.0012241,             0.23489,           0.0016861,          0.00042913,              0.1046,            0.020748,            0.041443,            0.009109,            0.009109,            0.009109
                  29,             0.10872,             0.01985,            0.031909,          0.00014996,            0.065768,           0.0001114,          2.7942e-05,             0.11226,            0.019513,            0.044851,            0.009076,            0.009076,            0.009076
                  30,              0.1086,            0.019565,            0.030652,           0.0016708,             0.26348,            0.003156,          0.00089253,             0.10402,            0.020596,            0.041563,            0.009043,            0.009043,            0.009043
                  31,             0.10702,            0.019096,            0.029824,           0.0012728,             0.28431,           0.0021266,          0.00052185,             0.10682,            0.020373,            0.038187,             0.00901,             0.00901,             0.00901
                  32,             0.10421,            0.020424,            0.029493,           0.0015581,             0.32925,           0.0059082,           0.0020434,             0.10286,            0.020797,            0.040414,            0.008977,            0.008977,            0.008977
                  33,             0.10429,            0.020458,            0.029066,           0.0014296,             0.32312,           0.0064354,           0.0017642,             0.10166,            0.020723,            0.038474,            0.008944,            0.008944,            0.008944
                  34,             0.10361,            0.019304,            0.030094,          0.00057476,             0.18627,          0.00041586,          0.00011418,             0.11588,            0.018831,            0.045324,            0.008911,            0.008911,            0.008911
                  35,             0.10064,            0.020837,            0.028505,           0.0011418,             0.19935,           0.0011849,          0.00029388,             0.10445,            0.021006,             0.04437,            0.008878,            0.008878,            0.008878
                  36,             0.10341,            0.020482,            0.029468,          0.00066657,             0.16626,            0.000462,          0.00012146,             0.10544,            0.021784,            0.046831,            0.008845,            0.008845,            0.008845
                  37,             0.10206,            0.021463,            0.029355,             0.76495,            0.048611,           0.0074287,           0.0021126,            0.094887,            0.022537,            0.042609,            0.008812,            0.008812,            0.008812
                  38,            0.097739,            0.022232,            0.027484,             0.76958,            0.048611,            0.023947,           0.0062796,            0.096263,            0.021687,            0.043068,            0.008779,            0.008779,            0.008779
                  39,             0.10081,            0.021869,            0.027699,             0.50846,              0.1777,            0.011173,           0.0028061,            0.096415,            0.020911,            0.039494,            0.008746,            0.008746,            0.008746
                  40,            0.096531,            0.022844,            0.028524,             0.53038,             0.10417,            0.047356,            0.013845,            0.094263,            0.020629,            0.035452,            0.008713,            0.008713,            0.008713
                  41,            0.095458,             0.02097,            0.027184,             0.51814,            0.058007,            0.041629,           0.0063014,            0.094726,            0.021118,            0.040822,             0.00868,             0.00868,             0.00868
                  42,            0.093623,            0.020182,            0.026992,             0.53876,            0.083333,               0.031,           0.0094852,            0.096072,            0.020207,               0.036,            0.008647,            0.008647,            0.008647
                  43,            0.091417,            0.022508,            0.026703,             0.52844,            0.049586,            0.015169,             0.00488,            0.095774,            0.019755,            0.040059,            0.008614,            0.008614,            0.008614
                  44,            0.095739,            0.020811,            0.026812,             0.61437,            0.091077,            0.067845,            0.025982,            0.091778,            0.019333,            0.036178,            0.008581,            0.008581,            0.008581
                  45,            0.093536,             0.02057,            0.025608,             0.50412,            0.012685,            0.010437,           0.0023274,             0.10219,            0.020651,             0.04114,            0.008548,            0.008548,            0.008548
                  46,            0.092628,            0.019674,            0.026053,              0.6104,            0.088693,            0.046268,            0.010235,            0.093404,            0.020592,            0.036884,            0.008515,            0.008515,            0.008515
                  47,            0.091837,             0.02076,            0.025343,             0.56384,             0.08415,            0.039827,              0.0117,            0.090314,             0.02089,            0.034673,            0.008482,            0.008482,            0.008482
                  48,            0.085498,            0.019589,            0.025345,             0.53229,              0.1058,            0.018898,             0.00421,            0.098341,            0.019652,            0.032672,            0.008449,            0.008449,            0.008449
                  49,            0.088482,            0.019404,            0.023552,             0.27494,             0.10907,            0.012825,           0.0043896,            0.094619,            0.019315,            0.044669,            0.008416,            0.008416,            0.008416
                  50,            0.089637,            0.021491,            0.022652,             0.27068,             0.11683,            0.018916,           0.0058102,            0.095682,            0.018315,            0.051057,            0.008383,            0.008383,            0.008383
                  51,            0.086074,            0.021862,            0.023965,             0.52277,             0.10989,            0.021209,           0.0066332,            0.096836,            0.018838,            0.044579,             0.00835,             0.00835,             0.00835
                  52,            0.088829,            0.019412,            0.023759,             0.58867,             0.18802,            0.088831,            0.025945,            0.088607,            0.018331,             0.03235,            0.008317,            0.008317,            0.008317
                  53,            0.083545,            0.019436,            0.022333,             0.56926,             0.18393,            0.068938,             0.02013,            0.091713,            0.018612,            0.029509,            0.008284,            0.008284,            0.008284
                  54,            0.087223,            0.018679,             0.02346,             0.57041,             0.11812,            0.089627,              0.0261,            0.090348,            0.018877,            0.030499,            0.008251,            0.008251,            0.008251
                  55,            0.086861,            0.018079,             0.02053,             0.60169,              0.1491,             0.09857,            0.030674,            0.092143,            0.018079,            0.031305,            0.008218,            0.008218,            0.008218
                  56,            0.083057,            0.018657,            0.019318,             0.12505,             0.26797,             0.12489,            0.042018,            0.087084,            0.019105,             0.02609,            0.008185,            0.008185,            0.008185
                  57,             0.08305,            0.017667,             0.01964,            0.095227,             0.17075,              0.1133,            0.035307,            0.086397,            0.018766,            0.037488,            0.008152,            0.008152,            0.008152
                  58,            0.082635,            0.017373,            0.020144,             0.14622,             0.16462,            0.080236,            0.030525,            0.090447,            0.019176,            0.068175,            0.008119,            0.008119,            0.008119
                  59,            0.082362,            0.018009,            0.016595,             0.12257,             0.12582,             0.07035,            0.026102,            0.088128,            0.019289,            0.027811,            0.008086,            0.008086,            0.008086
                  60,            0.081202,            0.018877,            0.017563,             0.14809,             0.21936,             0.10447,            0.031733,            0.086771,            0.017805,            0.033454,            0.008053,            0.008053,            0.008053
                  61,            0.081481,            0.016914,            0.018884,             0.10086,             0.17688,            0.081782,            0.023235,            0.088128,            0.020894,            0.050593,             0.00802,             0.00802,             0.00802
                  62,            0.080733,            0.017223,            0.017743,             0.17613,             0.18549,            0.090694,            0.026777,            0.090372,            0.019525,            0.030088,            0.007987,            0.007987,            0.007987
                  63,            0.080672,            0.015711,            0.017386,             0.22554,             0.20613,            0.076086,            0.025593,            0.087014,             0.01793,            0.037459,            0.007954,            0.007954,            0.007954
                  64,            0.078255,            0.015802,            0.016206,              0.0343,            0.088235,            0.031854,           0.0090959,            0.094142,            0.018669,            0.053561,            0.007921,            0.007921,            0.007921
                  65,            0.082936,            0.016904,            0.018081,            0.043366,             0.18015,            0.030498,           0.0087029,            0.088176,            0.017944,            0.059345,            0.007888,            0.007888,            0.007888
                  66,            0.079529,            0.018089,            0.016899,            0.098417,             0.21487,            0.068622,            0.021842,            0.092513,            0.017211,             0.03049,            0.007855,            0.007855,            0.007855
                  67,            0.078844,            0.017308,            0.016865,            0.049457,             0.15237,            0.044613,            0.010553,            0.088476,            0.018282,            0.039073,            0.007822,            0.007822,            0.007822
                  68,            0.079932,            0.015502,            0.015567,            0.059865,             0.21895,            0.065375,            0.019677,            0.086376,            0.017948,            0.040029,            0.007789,            0.007789,            0.007789
                  69,            0.077814,            0.016364,            0.014453,             0.23998,             0.20372,             0.13864,            0.033941,            0.084815,            0.018107,            0.032976,            0.007756,            0.007756,            0.007756
                  70,            0.079305,            0.016291,              0.0157,             0.22426,             0.25041,             0.14554,            0.047369,            0.083633,            0.018141,            0.024203,            0.007723,            0.007723,            0.007723
                  71,            0.074781,            0.016462,            0.015476,             0.47899,             0.16708,            0.095361,             0.02538,            0.084085,            0.018575,            0.036212,             0.00769,             0.00769,             0.00769
                  72,            0.076258,            0.015793,            0.014152,            0.074678,             0.17402,            0.055466,            0.018109,            0.082296,            0.017639,            0.052304,            0.007657,            0.007657,            0.007657
                  73,            0.076327,            0.016369,            0.014924,             0.45093,             0.19192,             0.14953,            0.050913,            0.081742,            0.017899,            0.029658,            0.007624,            0.007624,            0.007624
                  74,            0.074946,            0.015899,            0.014744,              0.2892,             0.18954,             0.11044,            0.037637,            0.080489,            0.018153,            0.052876,            0.007591,            0.007591,            0.007591
                  75,            0.077168,            0.015897,            0.014768,             0.19557,             0.23652,             0.15787,            0.055592,            0.079806,             0.01725,            0.049334,            0.007558,            0.007558,            0.007558
                  76,            0.074045,            0.015676,            0.012949,             0.20799,             0.27339,             0.15044,            0.044466,            0.079795,            0.017614,            0.037944,            0.007525,            0.007525,            0.007525
                  77,            0.073776,            0.015157,            0.012178,             0.23987,             0.22263,             0.14773,             0.05162,            0.081256,             0.01719,            0.037949,            0.007492,            0.007492,            0.007492
                  78,            0.074383,            0.015119,            0.012813,             0.14011,             0.22958,             0.10113,            0.029086,            0.079563,            0.018681,            0.035585,            0.007459,            0.007459,            0.007459
                  79,            0.072843,            0.014458,            0.012628,             0.13337,             0.26008,             0.11568,            0.034511,            0.080825,            0.017575,            0.051999,            0.007426,            0.007426,            0.007426
                  80,            0.076545,            0.015426,            0.013638,             0.12711,             0.24755,            0.095726,            0.038328,            0.080992,            0.016843,            0.061492,            0.007393,            0.007393,            0.007393
                  81,            0.073807,            0.015742,            0.011941,             0.14585,             0.25123,             0.11877,            0.037572,            0.079346,            0.017349,             0.04289,             0.00736,             0.00736,             0.00736
                  82,            0.069868,            0.014696,            0.012021,             0.24228,             0.32067,             0.18258,            0.056214,             0.08006,            0.017946,            0.027432,            0.007327,            0.007327,            0.007327
                  83,            0.074327,             0.01571,             0.01183,             0.24798,             0.35008,             0.22743,            0.071897,            0.082382,            0.016741,             0.02107,            0.007294,            0.007294,            0.007294
                  84,            0.072093,            0.014609,            0.010733,             0.19606,             0.28676,              0.1569,            0.056202,            0.080192,             0.01718,            0.041131,            0.007261,            0.007261,            0.007261
                  85,             0.06986,            0.014846,            0.010538,             0.21858,             0.30923,             0.19659,             0.06025,            0.079372,            0.017356,            0.038098,            0.007228,            0.007228,            0.007228
                  86,            0.070859,            0.014835,            0.010943,             0.18857,             0.26675,             0.16501,            0.056841,            0.078693,            0.017422,             0.04179,            0.007195,            0.007195,            0.007195
                  87,            0.070522,            0.014528,            0.011002,             0.19738,             0.22018,             0.16794,            0.064991,            0.080188,            0.018709,             0.02245,            0.007162,            0.007162,            0.007162
                  88,             0.07037,            0.014819,            0.010672,             0.19849,             0.23121,             0.17022,            0.059613,            0.078953,            0.018545,            0.033812,            0.007129,            0.007129,            0.007129
                  89,            0.068904,            0.013997,           0.0098052,             0.37167,             0.28238,              0.2765,             0.09116,            0.075851,            0.016346,            0.022121,            0.007096,            0.007096,            0.007096
                  90,            0.069074,            0.013771,           0.0093549,             0.34278,             0.31619,              0.2592,            0.092725,            0.075675,            0.016383,             0.02273,            0.007063,            0.007063,            0.007063
                  91,            0.068141,            0.013672,             0.00915,             0.17259,             0.24101,             0.16703,            0.059852,            0.079145,            0.016732,            0.035996,             0.00703,             0.00703,             0.00703
                  92,            0.066296,            0.014258,           0.0093627,             0.19988,             0.25245,             0.19543,            0.062015,             0.07671,             0.01842,            0.021554,            0.006997,            0.006997,            0.006997
                  93,            0.067635,            0.015254,            0.009385,             0.14278,             0.19771,             0.11575,            0.044654,            0.079607,            0.017956,            0.037955,            0.006964,            0.006964,            0.006964
                  94,            0.068495,            0.013694,            0.010669,             0.18584,             0.25712,             0.17984,            0.056757,            0.077434,            0.017339,            0.055607,            0.006931,            0.006931,            0.006931
                  95,            0.069601,            0.013261,           0.0092617,             0.17819,             0.27614,             0.14296,            0.036599,              0.0777,            0.017151,            0.064009,            0.006898,            0.006898,            0.006898
                  96,            0.070379,            0.013408,           0.0092046,             0.17343,             0.13766,             0.10031,            0.043367,            0.076002,            0.016921,            0.061286,            0.006865,            0.006865,            0.006865
                  97,               0.067,            0.013755,           0.0087351,             0.13737,             0.28064,             0.13976,            0.047063,             0.07767,            0.016242,            0.043076,            0.006832,            0.006832,            0.006832
                  98,            0.066228,            0.013319,           0.0094824,             0.20095,             0.33619,             0.16723,             0.05327,            0.081595,            0.016835,            0.027686,            0.006799,            0.006799,            0.006799
                  99,            0.070257,            0.013467,           0.0096734,             0.20515,             0.29198,             0.18551,            0.059829,            0.076754,            0.016993,            0.026129,            0.006766,            0.006766,            0.006766
                 100,            0.065918,            0.014435,            0.008721,             0.53968,             0.19137,             0.17568,            0.066225,            0.076377,            0.017209,            0.031935,            0.006733,            0.006733,            0.006733
                 101,            0.064639,            0.013971,            0.009518,             0.58857,             0.18887,             0.18613,            0.067007,            0.078752,            0.017893,             0.02103,              0.0067,              0.0067,              0.0067
                 102,            0.063525,            0.012922,           0.0096199,             0.21515,              0.2359,              0.1817,            0.051012,             0.07814,            0.016934,            0.054868,            0.006667,            0.006667,            0.006667
                 103,            0.065343,             0.01414,           0.0090018,             0.26756,             0.26757,             0.22333,            0.078701,            0.074941,            0.018371,            0.034383,            0.006634,            0.006634,            0.006634
                 104,            0.068044,            0.013287,           0.0096534,             0.35391,             0.25204,             0.24999,            0.081251,            0.075221,            0.018691,            0.031086,            0.006601,            0.006601,            0.006601
                 105,            0.064968,            0.013703,           0.0096653,             0.27202,             0.40033,             0.25432,            0.085059,             0.07577,            0.017649,            0.029661,            0.006568,            0.006568,            0.006568
                 106,            0.064633,            0.012886,           0.0086402,             0.23281,             0.32245,             0.23783,            0.084404,            0.075319,            0.017429,            0.055129,            0.006535,            0.006535,            0.006535
                 107,            0.064079,            0.013613,           0.0089231,             0.25276,             0.37539,             0.23446,            0.092468,            0.072779,            0.018213,            0.038331,            0.006502,            0.006502,            0.006502
                 108,            0.063343,             0.01442,           0.0081729,             0.26975,             0.36315,             0.23406,            0.078905,             0.07408,            0.016612,            0.035016,            0.006469,            0.006469,            0.006469
                 109,             0.06671,            0.012249,           0.0085379,              0.2187,             0.35621,             0.21442,            0.085488,            0.071878,             0.01586,            0.036391,            0.006436,            0.006436,            0.006436
                 110,            0.064082,            0.012208,           0.0074824,              0.2959,             0.36397,             0.28094,              0.1074,            0.069969,            0.015926,            0.034128,            0.006403,            0.006403,            0.006403
                 111,            0.062649,            0.013367,           0.0074772,             0.29592,             0.39257,             0.24423,            0.091884,            0.071652,            0.016057,            0.028053,             0.00637,             0.00637,             0.00637
                 112,            0.062143,            0.013034,           0.0075973,             0.29384,             0.37949,             0.25838,            0.097967,            0.070435,            0.016389,            0.030296,            0.006337,            0.006337,            0.006337
                 113,            0.061067,            0.012562,             0.00707,             0.27822,             0.31457,             0.23009,             0.07633,            0.075543,            0.016248,              0.0349,            0.006304,            0.006304,            0.006304
                 114,            0.062332,            0.012505,           0.0079126,             0.30833,             0.37392,             0.29181,            0.092204,             0.07508,             0.01762,            0.030274,            0.006271,            0.006271,            0.006271
                 115,            0.061359,            0.012256,            0.006819,             0.23389,             0.24632,             0.23699,            0.083255,             0.07715,            0.016831,            0.031816,            0.006238,            0.006238,            0.006238
                 116,            0.064606,            0.013868,           0.0080234,             0.26279,             0.33619,             0.24753,            0.093616,            0.074926,            0.016315,            0.034158,            0.006205,            0.006205,            0.006205
                 117,            0.062407,            0.012861,           0.0075172,             0.39065,             0.32113,             0.31129,             0.10685,            0.073638,            0.016414,            0.025981,            0.006172,            0.006172,            0.006172
                 118,            0.060398,            0.013571,           0.0075065,             0.39001,             0.37276,             0.27383,            0.091618,            0.072354,            0.016003,            0.041622,            0.006139,            0.006139,            0.006139
                 119,            0.059352,            0.012945,           0.0078142,             0.31205,              0.3464,             0.24933,            0.082926,            0.075013,            0.015431,            0.036622,            0.006106,            0.006106,            0.006106
                 120,            0.060359,            0.013238,           0.0073294,             0.29501,             0.28226,             0.22001,            0.077652,            0.073437,             0.01646,            0.043747,            0.006073,            0.006073,            0.006073
                 121,            0.059649,            0.012755,           0.0074359,             0.26682,             0.30147,             0.25847,            0.082042,            0.074951,            0.017122,            0.036342,             0.00604,             0.00604,             0.00604
                 122,            0.059522,            0.012788,           0.0069736,             0.20395,             0.29544,               0.179,            0.058512,            0.075507,            0.015944,            0.060051,            0.006007,            0.006007,            0.006007
                 123,            0.060589,            0.012243,           0.0069705,             0.34368,             0.33179,             0.28423,              0.1029,            0.071406,            0.016881,             0.03492,            0.005974,            0.005974,            0.005974
                 124,            0.060092,            0.012051,           0.0074634,             0.31345,             0.28458,              0.2158,            0.077267,            0.073097,            0.015655,            0.048761,            0.005941,            0.005941,            0.005941
                 125,            0.060928,            0.013443,           0.0068243,             0.41788,             0.29355,             0.25524,            0.093119,            0.073344,            0.016363,             0.03998,            0.005908,            0.005908,            0.005908
                 126,             0.05981,            0.011528,           0.0059711,             0.50586,             0.27576,              0.3015,             0.12024,            0.073501,            0.016672,            0.032741,            0.005875,            0.005875,            0.005875
                 127,            0.058021,            0.011999,           0.0064034,             0.19535,             0.29984,             0.19489,            0.071051,            0.077102,            0.016677,            0.043424,            0.005842,            0.005842,            0.005842
                 128,            0.058517,            0.012234,           0.0059251,             0.41628,             0.34791,             0.26375,             0.10421,            0.072414,             0.01652,            0.037458,            0.005809,            0.005809,            0.005809
                 129,            0.057406,            0.012633,           0.0058204,             0.31575,             0.30555,             0.24485,            0.085187,            0.074164,            0.016261,            0.037695,            0.005776,            0.005776,            0.005776
                 130,            0.058281,            0.012609,           0.0072013,             0.35995,             0.28676,             0.26394,             0.10463,            0.072866,            0.016996,            0.035194,            0.005743,            0.005743,            0.005743
                 131,            0.059694,             0.01132,           0.0067982,              0.3867,             0.39338,             0.32873,             0.12582,            0.071421,            0.017545,            0.028704,             0.00571,             0.00571,             0.00571
                 132,            0.056196,            0.012088,            0.005789,             0.41241,             0.43743,             0.36912,             0.14632,            0.069376,            0.016516,            0.023958,            0.005677,            0.005677,            0.005677
                 133,            0.058061,            0.011296,           0.0065675,             0.31166,             0.35945,             0.31889,             0.12822,            0.070962,            0.016305,            0.019887,            0.005644,            0.005644,            0.005644
                 134,            0.056007,             0.01219,           0.0059693,             0.34053,              0.3174,             0.30623,             0.10018,            0.074307,            0.016461,             0.02071,            0.005611,            0.005611,            0.005611
                 135,            0.057758,             0.01258,           0.0066114,             0.33343,             0.39706,             0.33176,              0.1231,            0.070107,            0.015215,            0.024887,            0.005578,            0.005578,            0.005578
                 136,            0.056677,            0.012258,           0.0060926,             0.36274,             0.29901,             0.30294,             0.10628,            0.073311,             0.01574,            0.028864,            0.005545,            0.005545,            0.005545
                 137,            0.056745,            0.012314,            0.006746,             0.27232,             0.32778,             0.27544,            0.091587,            0.072558,            0.016453,            0.023203,            0.005512,            0.005512,            0.005512
                 138,            0.054319,            0.010873,           0.0055157,             0.39178,             0.32925,             0.27659,            0.094788,            0.075275,            0.017553,            0.026085,            0.005479,            0.005479,            0.005479
                 139,            0.054674,            0.011474,           0.0071062,             0.36762,             0.37029,             0.27478,            0.094177,            0.073973,            0.017173,            0.036013,            0.005446,            0.005446,            0.005446
                 140,            0.056227,            0.012474,           0.0062343,             0.28942,             0.23243,             0.23821,            0.076459,            0.076667,            0.017239,            0.026603,            0.005413,            0.005413,            0.005413
                 141,            0.052508,            0.012263,           0.0065604,             0.31073,             0.29044,             0.25699,            0.096019,            0.075333,             0.01615,            0.024656,             0.00538,             0.00538,             0.00538
                 142,            0.055649,            0.010808,           0.0065739,             0.38566,              0.3415,             0.28163,            0.096217,            0.074233,            0.015823,            0.025578,            0.005347,            0.005347,            0.005347
                 143,             0.05801,            0.011426,           0.0062655,             0.42934,             0.26833,             0.25802,            0.088833,            0.072243,            0.017587,            0.029975,            0.005314,            0.005314,            0.005314
                 144,            0.054564,            0.011663,           0.0065284,             0.44315,             0.28835,             0.27589,            0.099767,            0.071967,            0.018023,            0.027207,            0.005281,            0.005281,            0.005281
                 145,            0.054987,            0.012347,           0.0061436,             0.46503,             0.29984,             0.30425,             0.10735,            0.072251,            0.016565,            0.027754,            0.005248,            0.005248,            0.005248
                 146,            0.057162,            0.012383,           0.0062126,             0.40199,             0.27124,             0.26814,            0.095828,            0.073161,            0.016683,            0.029889,            0.005215,            0.005215,            0.005215
                 147,            0.055738,            0.011864,           0.0063971,             0.42471,             0.27753,             0.26468,            0.089817,            0.074804,            0.017018,            0.032433,            0.005182,            0.005182,            0.005182
                 148,            0.058883,            0.012203,           0.0065133,             0.33407,             0.30229,             0.23526,            0.090939,            0.074036,              0.0173,            0.040637,            0.005149,            0.005149,            0.005149
